participant_alias,fold,support_seed,condition,shots,query_clip_count,query_positive_count,query_negative_count,adaptation_recipe,precision,recall,false_positive_rate,f1,tp,tn,fp,fn
P008,0,20260621,3,3,23,8,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,8,15,0,0
P008,0,20260622,0,3,23,8,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,8,15,0,0
P008,0,20260622,3,3,23,8,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,8,15,0,0
P008,0,20260623,0,3,23,8,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,8,15,0,0
P008,0,20260623,3,3,23,8,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,8,15,0,0
P008,0,20260624,0,3,23,8,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,8,15,0,0
P008,0,20260624,3,3,23,8,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,8,15,0,0
P008,0,20260620,0,5,21,6,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,6,15,0,0
P008,0,20260620,5,5,21,6,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,6,15,0,0
P008,0,20260621,0,5,21,6,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,6,15,0,0
P008,0,20260621,5,5,21,6,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,6,15,0,0
P008,0,20260622,0,5,21,6,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,6,15,0,0
P008,0,20260622,5,5,21,6,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,6,15,0,0
P008,0,20260623,0,5,21,6,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,6,15,0,0
P008,0,20260623,5,5,21,6,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,6,15,0,0
P008,0,20260624,0,5,21,6,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,6,15,0,0
P008,0,20260624,5,5,21,6,15,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,6,15,0,0
P009,0,20260620,0,3,30,10,20,no_adaptation_zero_shot_fallback,0.8333333333333334,1.0,0.1,0.9090909090909091,10,18,2,0
P009,0,20260620,3,3,30,10,20,no_adaptation_zero_shot_fallback,0.8333333333333334,1.0,0.1,0.9090909090909091,10,18,2,0
P009,0,20260621,0,3,30,10,20,no_adaptation_zero_shot_fallback,0.8333333333333334,1.0,0.1,0.9090909090909091,10,18,2,0
P009,0,20260621,3,3,30,10,20,no_adaptation_zero_shot_fallback,0.8333333333333334,1.0,0.1,0.9090909090909091,10,18,2,0
P009,0,20260622,0,3,30,10,20,no_adaptation_zero_shot_fallback,0.8333333333333334,1.0,0.1,0.9090909090909091,10,18,2,0
P009,0,20260622,3,3,30,10,20,no_adaptation_zero_shot_fallback,0.8333333333333334,1.0,0.1,0.9090909090909091,10,18,2,0
P009,0,20260623,0,3,30,10,20,no_adaptation_zero_shot_fallback,0.8333333333333334,1.0,0.1,0.9090909090909091,10,18,2,0
P009,0,20260623,3,3,30,10,20,no_adaptation_zero_shot_fallback,0.8333333333333334,1.0,0.1,0.9090909090909091,10,18,2,0
