adapted_f1,adapted_fpr,adapted_recall,alpha,beta,changed_outputs,changed_stage,delta_f1,delta_fpr,delta_recall,doctor_alias,lr,margin,max_bias,method,method_family,quantile,query_rows,recipe,safe,selected,selection_source,shot,steps,support_based,zero_f1
0.9678714859437751,0.010398613518197574,0.9488188976377953,,,True,stage2,0.04345903622961034,0.010398613518197574,0.08937007874015745,D018,,0.5,0.5,stage2_positive_bias,stage2_positive_bias,median,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9551624845742492,0.0,0.9141732283464566,,,True,stage2,0.03075003486008443,0.0,0.054724409448818845,D018,,0.0,1.0,stage2_positive_bias,stage2_positive_bias,min,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9429879317519768,0.0,0.8921259842519685,,,True,stage2,0.018575482037812008,0.0,0.03267716535433074,D018,,0.0,1.0,stage2_positive_bias,stage2_positive_bias,q20,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9266849778153392,0.0,0.8633858267716535,,,True,stage2,0.002272528101174398,0.0,0.003937007874015741,D018,,0.0,1.0,stage2_positive_bias,stage2_positive_bias,median,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9668341708542714,0.010398613518197574,0.9468503937007874,,,True,stage2,0.04242172114010656,0.010398613518197574,0.08740157480314958,D018,,0.25,1.0,stage2_positive_bias,stage2_positive_bias,min,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.966626457579413,0.010398613518197574,0.9464566929133859,,,True,stage2,0.042214007865248204,0.010398613518197574,0.08700787401574805,D018,,0.25,1.0,stage2_positive_bias,stage2_positive_bias,q20,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9639185648054828,0.010398613518197574,0.9413385826771653,,,True,stage2,0.03950611509131796,0.010398613518197574,0.0818897637795275,D018,,0.25,1.0,stage2_positive_bias,stage2_positive_bias,median,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9689067201604814,0.010398613518197574,0.9507874015748031,,,True,stage2,0.0444942704463166,0.010398613518197574,0.09133858267716533,D018,,0.5,1.0,stage2_positive_bias,stage2_positive_bias,min,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9689067201604814,0.010398613518197574,0.9507874015748031,,,True,stage2,0.0444942704463166,0.010398613518197574,0.09133858267716533,D018,,0.5,1.0,stage2_positive_bias,stage2_positive_bias,q20,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9678714859437751,0.010398613518197574,0.9488188976377953,,,True,stage2,0.04345903622961034,0.010398613518197574,0.08937007874015745,D018,,0.5,1.0,stage2_positive_bias,stage2_positive_bias,median,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9554140127388536,0.0006932409012131716,0.9153543307086615,,,True,stage2,0.031001563024688816,0.0006932409012131716,0.055905511811023656,D018,,0.0,2.0,stage2_positive_bias,stage2_positive_bias,min,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9432078219263573,0.0,0.8925196850393701,,,True,stage2,0.018795372212192518,0.0,0.03307086614173227,D018,,0.0,2.0,stage2_positive_bias,stage2_positive_bias,q20,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9266849778153392,0.0,0.8633858267716535,,,True,stage2,0.002272528101174398,0.0,0.003937007874015741,D018,,0.0,2.0,stage2_positive_bias,stage2_positive_bias,median,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9670682730923695,0.011091854419410746,0.9480314960629921,,,True,stage2,0.04265582337820473,0.011091854419410746,0.08858267716535428,D018,,0.25,2.0,stage2_positive_bias,stage2_positive_bias,min,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9668341708542714,0.010398613518197574,0.9468503937007874,,,True,stage2,0.04242172114010656,0.010398613518197574,0.08740157480314958,D018,,0.25,2.0,stage2_positive_bias,stage2_positive_bias,q20,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9639185648054828,0.010398613518197574,0.9413385826771653,,,True,stage2,0.03950611509131796,0.010398613518197574,0.0818897637795275,D018,,0.25,2.0,stage2_positive_bias,stage2_positive_bias,median,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9691382765531061,0.011091854419410746,0.9519685039370078,,,True,stage2,0.04472582683894133,0.011091854419410746,0.09251968503937003,D018,,0.5,2.0,stage2_positive_bias,stage2_positive_bias,min,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.96911351784998,0.010398613518197574,0.9511811023622048,,,True,stage2,0.0447010681358152,0.010398613518197574,0.09173228346456697,D018,,0.5,2.0,stage2_positive_bias,stage2_positive_bias,q20,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9678714859437751,0.010398613518197574,0.9488188976377953,,,True,stage2,0.04345903622961034,0.010398613518197574,0.08937007874015745,D018,,0.5,2.0,stage2_positive_bias,stage2_positive_bias,median,5425,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9244124497141648
0.9470782800441014,0.0,0.8994764397905759,,,True,stage2,0.02556501070474504,0.0,0.04502617801047115,D019,,0.0,0.25,stage2_positive_bias,stage2_positive_bias,min,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9398704902867715,0.0,0.8865619546247818,,,True,stage2,0.018357220947415098,0.0,0.032111692844677076,D019,,0.0,0.25,stage2_positive_bias,stage2_positive_bias,q20,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9261619190404797,0.0,0.862478184991274,,,True,stage2,0.004648649701123331,0.0,0.008027923211169297,D019,,0.0,0.25,stage2_positive_bias,stage2_positive_bias,median,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9625515140655796,0.010810810810810811,0.937521815008726,,,True,stage2,0.041038244726223194,0.010810810810810811,0.08307155322862125,D019,,0.25,0.25,stage2_positive_bias,stage2_positive_bias,min,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9625515140655796,0.010810810810810811,0.937521815008726,,,True,stage2,0.041038244726223194,0.010810810810810811,0.08307155322862125,D019,,0.25,0.25,stage2_positive_bias,stage2_positive_bias,q20,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9616212338593974,0.010810810810810811,0.9357766143106457,,,True,stage2,0.04010796452004095,0.010810810810810811,0.08132635253054099,D019,,0.25,0.25,stage2_positive_bias,stage2_positive_bias,median,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9625515140655796,0.010810810810810811,0.937521815008726,,,True,stage2,0.041038244726223194,0.010810810810810811,0.08307155322862125,D019,,0.5,0.25,stage2_positive_bias,stage2_positive_bias,min,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9625515140655796,0.010810810810810811,0.937521815008726,,,True,stage2,0.041038244726223194,0.010810810810810811,0.08307155322862125,D019,,0.5,0.25,stage2_positive_bias,stage2_positive_bias,q20,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9625515140655796,0.010810810810810811,0.937521815008726,,,True,stage2,0.041038244726223194,0.010810810810810811,0.08307155322862125,D019,,0.5,0.25,stage2_positive_bias,stage2_positive_bias,median,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9470782800441014,0.0,0.8994764397905759,,,True,stage2,0.02556501070474504,0.0,0.04502617801047115,D019,,0.0,0.5,stage2_positive_bias,stage2_positive_bias,min,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9398704902867715,0.0,0.8865619546247818,,,True,stage2,0.018357220947415098,0.0,0.032111692844677076,D019,,0.0,0.5,stage2_positive_bias,stage2_positive_bias,q20,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9261619190404797,0.0,0.862478184991274,,,True,stage2,0.004648649701123331,0.0,0.008027923211169297,D019,,0.0,0.5,stage2_positive_bias,stage2_positive_bias,median,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9625515140655796,0.010810810810810811,0.937521815008726,,,True,stage2,0.041038244726223194,0.010810810810810811,0.08307155322862125,D019,,0.25,0.5,stage2_positive_bias,stage2_positive_bias,min,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9625515140655796,0.010810810810810811,0.937521815008726,,,True,stage2,0.041038244726223194,0.010810810810810811,0.08307155322862125,D019,,0.25,0.5,stage2_positive_bias,stage2_positive_bias,q20,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9616212338593974,0.010810810810810811,0.9357766143106457,,,True,stage2,0.04010796452004095,0.010810810810810811,0.08132635253054099,D019,,0.25,0.5,stage2_positive_bias,stage2_positive_bias,median,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9644070828116615,0.010810810810810811,0.9410122164048865,,,True,stage2,0.04289381347230514,0.010810810810810811,0.08656195462478178,D019,,0.5,0.5,stage2_positive_bias,stage2_positive_bias,min,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9644070828116615,0.010810810810810811,0.9410122164048865,,,True,stage2,0.04289381347230514,0.010810810810810811,0.08656195462478178,D019,,0.5,0.5,stage2_positive_bias,stage2_positive_bias,q20,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9644070828116615,0.010810810810810811,0.9410122164048865,,,True,stage2,0.04289381347230514,0.010810810810810811,0.08656195462478178,D019,,0.5,0.5,stage2_positive_bias,stage2_positive_bias,median,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9476584022038568,0.0,0.900523560209424,,,True,stage2,0.026145132864500376,0.0,0.04607329842931929,D019,,0.0,1.0,stage2_positive_bias,stage2_positive_bias,min,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9404585798816568,0.0,0.8876090750436301,,,True,stage2,0.01894531054230042,0.0,0.03315881326352532,D019,,0.0,1.0,stage2_positive_bias,stage2_positive_bias,q20,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9265642562757587,0.0,0.8631762652705061,,,True,stage2,0.005050986936402269,0.0,0.008726003490401313,D019,,0.0,1.0,stage2_positive_bias,stage2_positive_bias,median,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9631088825214899,0.010810810810810811,0.9385689354275741,,,True,stage2,0.04159561318213345,0.010810810810810811,0.08411867364746939,D019,,0.25,1.0,stage2_positive_bias,stage2_positive_bias,min,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9631088825214899,0.010810810810810811,0.9385689354275741,,,True,stage2,0.04159561318213345,0.010810810810810811,0.08411867364746939,D019,,0.25,1.0,stage2_positive_bias,stage2_positive_bias,q20,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9619935460738616,0.010810810810810811,0.9364746945898779,,,True,stage2,0.04048027673450516,0.010810810810810811,0.08202443280977312,D019,,0.25,1.0,stage2_positive_bias,stage2_positive_bias,median,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.964962459778334,0.010810810810810811,0.9420593368237348,,,True,stage2,0.04344919043897755,0.010810810810810811,0.08760907504363002,D019,,0.5,1.0,stage2_positive_bias,stage2_positive_bias,min,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.964962459778334,0.010810810810810811,0.9420593368237348,,,True,stage2,0.04344919043897755,0.010810810810810811,0.08760907504363002,D019,,0.5,1.0,stage2_positive_bias,stage2_positive_bias,q20,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9647774003218308,0.010810810810810811,0.9417102966841187,,,True,stage2,0.04326413098247439,0.010810810810810811,0.0872600349040139,D019,,0.5,1.0,stage2_positive_bias,stage2_positive_bias,median,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 1.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9488167308750688,0.0,0.9026178010471204,,,True,stage2,0.027303461535712392,0.0,0.04816753926701567,D019,,0.0,2.0,stage2_positive_bias,stage2_positive_bias,min,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9414372806207278,0.0,0.8893542757417103,,,True,stage2,0.019924011281371445,0.0,0.034904013961605584,D019,,0.0,2.0,stage2_positive_bias,stage2_positive_bias,q20,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.927167197154091,0.0,0.8642233856893543,,,True,stage2,0.005653927814734616,0.0,0.00977312390924956,D019,,0.0,2.0,stage2_positive_bias,stage2_positive_bias,median,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.964221824686941,0.010810810810810811,0.9406631762652705,,,True,stage2,0.042708555347584554,0.010810810810810811,0.08621291448516577,D019,,0.25,2.0,stage2_positive_bias,stage2_positive_bias,min,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.964221824686941,0.010810810810810811,0.9406631762652705,,,True,stage2,0.042708555347584554,0.010810810810810811,0.08621291448516577,D019,,0.25,2.0,stage2_positive_bias,stage2_positive_bias,q20,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9625515140655796,0.010810810810810811,0.937521815008726,,,True,stage2,0.041038244726223194,0.010810810810810811,0.08307155322862125,D019,,0.25,2.0,stage2_positive_bias,stage2_positive_bias,median,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9660714285714285,0.010810810810810811,0.944153577661431,,,True,stage2,0.04455815923207207,0.010810810810810811,0.0897033158813263,D019,,0.5,2.0,stage2_positive_bias,stage2_positive_bias,min,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9660714285714285,0.010810810810810811,0.944153577661431,,,True,stage2,0.04455815923207207,0.010810810810810811,0.0897033158813263,D019,,0.5,2.0,stage2_positive_bias,stage2_positive_bias,q20,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9653323802716226,0.010810810810810811,0.9427574171029668,,,True,stage2,0.0438191109322662,0.010810810810810811,0.08830715532286204,D019,,0.5,2.0,stage2_positive_bias,stage2_positive_bias,median,5640,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 2.0, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,3,,True,0.9215132693393564
0.9537512846865365,0.0,0.9115913555992141,,,True,stage2,0.02963376196406764,0.0,0.052652259332023554,D019,,0.0,0.25,stage2_positive_bias,stage2_positive_bias,min,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.9422277639235245,0.0,0.8907662082514735,,,True,stage2,0.018110241201055644,0.0,0.031827111984282896,D019,,0.0,0.25,stage2_positive_bias,stage2_positive_bias,q20,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.926386838219785,0.0,0.86286836935167,,,True,stage2,0.0022693154973161267,0.0,0.003929273084479434,D019,,0.0,0.25,stage2_positive_bias,stage2_positive_bias,median,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.9654479710727201,0.01090909090909091,0.944204322200393,,,True,stage2,0.04133044835025124,0.01090909090909091,0.0852652259332024,D019,,0.25,0.25,stage2_positive_bias,stage2_positive_bias,min,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.9654479710727201,0.01090909090909091,0.944204322200393,,,True,stage2,0.04133044835025124,0.01090909090909091,0.0852652259332024,D019,,0.25,0.25,stage2_positive_bias,stage2_positive_bias,q20,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.9635741597907024,0.01090909090909091,0.9406679764243615,,,True,stage2,0.03945663706823355,0.01090909090909091,0.08172888015717095,D019,,0.25,0.25,stage2_positive_bias,stage2_positive_bias,median,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.9654479710727201,0.01090909090909091,0.944204322200393,,,True,stage2,0.04133044835025124,0.01090909090909091,0.0852652259332024,D019,,0.5,0.25,stage2_positive_bias,stage2_positive_bias,min,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.9654479710727201,0.01090909090909091,0.944204322200393,,,True,stage2,0.04133044835025124,0.01090909090909091,0.0852652259332024,D019,,0.5,0.25,stage2_positive_bias,stage2_positive_bias,q20,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.9654479710727201,0.01090909090909091,0.944204322200393,,,True,stage2,0.04133044835025124,0.01090909090909091,0.0852652259332024,D019,,0.5,0.25,stage2_positive_bias,stage2_positive_bias,median,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.5, ""max_bias"": 0.25, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.9537512846865365,0.0,0.9115913555992141,,,True,stage2,0.02963376196406764,0.0,0.052652259332023554,D019,,0.0,0.5,stage2_positive_bias,stage2_positive_bias,min,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.9422277639235245,0.0,0.8907662082514735,,,True,stage2,0.018110241201055644,0.0,0.031827111984282896,D019,,0.0,0.5,stage2_positive_bias,stage2_positive_bias,q20,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.926386838219785,0.0,0.86286836935167,,,True,stage2,0.0022693154973161267,0.0,0.003929273084479434,D019,,0.0,0.5,stage2_positive_bias,stage2_positive_bias,median,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.0, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.9654479710727201,0.01090909090909091,0.944204322200393,,,True,stage2,0.04133044835025124,0.01090909090909091,0.0852652259332024,D019,,0.25,0.5,stage2_positive_bias,stage2_positive_bias,min,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""min"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.9654479710727201,0.01090909090909091,0.944204322200393,,,True,stage2,0.04133044835025124,0.01090909090909091,0.0852652259332024,D019,,0.25,0.5,stage2_positive_bias,stage2_positive_bias,q20,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""q20"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
0.9635741597907024,0.01090909090909091,0.9406679764243615,,,True,stage2,0.03945663706823355,0.01090909090909091,0.08172888015717095,D019,,0.25,0.5,stage2_positive_bias,stage2_positive_bias,median,5295,"{""changed_stage"": ""stage2"", ""margin"": 0.25, ""max_bias"": 0.5, ""method"": ""stage2_positive_bias"", ""quantile"": ""median"", ""support_based"": true}",True,True,,5,,True,0.9241175227224688
